,Folder,,,File,,Species 1,Species 2+,Note
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezfan1,CM46_BIRD_140129_082934_012.flac,,Fantail,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,CM46_BIRX_140129_084430_021.flac,,Chaffinch,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,CM51_BIRD_141012_200001_002.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CM51_BIRM_141012_215925_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,CM55_BIRM_131007_092915_001.flac,,Chaffinch,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,CN94_BIRD_120117_085925_017.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,CN94_BIRM_120118_085926_036.flac,,silvereye,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CN94_BIRP_120116_204448_125.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CN94_BIRP_120117_004335_032.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CN94_BIRP_120117_044221_053.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CN94_BIRX_120116_234353_043.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CN94_BIRX_120116_234353_054.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CN94_BIRX_120117_034240_035.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CN94_BIRX_120117_044221_022.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CN94_BIRX_120117_044221_055.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,CO94_BIRM_131109_111343_038.flac,,blackbird,?,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nibkiw1,CP35_BIRX_20201011_200003_000.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,CP74_BIRP_131105_084429_013.flac,,Chaffinch,Grey warbler,
DOC_001_Tier1,DOC_001_Tier1,train_audio,dunnoc1,CP93_BIRA_131109_201457_000.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,CP95_BIRA_131105_102858_001.flac,,?,,Very short
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CQ31_BIRM_151126_052708_002.flac,,kiwi,morepork,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,CQ35_BIRA_181031_200002_001.flac,,Kaka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezfan1,CQ35_BIRM_131017_085925_003.flac,,Unknown high-pitched call,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,CQ61_BIRD_120126_204448_052.flac,,blackbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,CQ61_BIRD_120126_204448_113.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,CQ64_BIRA_140215_202952_006.flac,,?dunnock/silvereye,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CQ65_BIRX_191004_025753_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,CQ93_BIRX_131211_094411_033.flac,,Grey warbler,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CR37_BIRD_131019_045716_002.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,CR43_BIRP_131014_075943_019.flac,,Grey warbler,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CR62_BIRM_161012_051212_000.flac,,Robin,morepork,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CR66_BIRD_171031_035735_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CS42_BIRX_171211_044222_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CS43_BIRD_181027_045716_001.flac,,Tui/bellbird,morepork,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CS43_BIRX_131017_015811_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CS72_BIRD_20211016_220005_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tui1,CT48_BIRP_111108_195916_032.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,sackin1,CT48_BIRX_111110_085857_004.flac,,Kingfisher,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,shbcuc1,CU50_BIRP_131020_085925_002.flac,,Robin,Shining cuckoo,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CU85_BIRM_20181014_040006_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CV52_BIRD_20210203_213005_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CV52_BIRP_20210203_233005_000.flac,,Morepork,Weta,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezfan1,CV55_BIRP_131005_085925_016.flac,,Grey warbler,"Tui/bellbird, dog",
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,CV55_BIRP_131005_085925_058.flac,,Robin,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,CV71_BIRA_131103_085925_071.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,CV71_BIRM_131103_091420_051.flac,,silvereye,?,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CV72_BIRD_151208_024257_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CV72_BIRX_20201216_234504_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,CV73_BIRP_131215_085925_003.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,CV73_BIRP_131215_085925_006.flac,,Grey warbler,chaffinch,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,CX59_BIRP_131201_085925_030.flac,,Tui/bellbird,?,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CX80_BIRM_20211124_233004_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CY54_BIRP_141010_235848_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CY69_BIRP_131001_225906_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CY70_BIRD_171106_005830_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,CY71_BIRA_161018_225906_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,CY75_BIRA_131207_204448_002.flac,,?,,Very short
DOC_001_Tier1,DOC_001_Tier1,train_audio,sonthr1,CY80_BIRX_141030_200001_000.flac,,?,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,D0357D0C-4149-4515-88BA-7FA241CEFACD_133.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,D067850D-5C1D-425F-A2B7-D7B63B37E09C_117.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,parake,D0EF0CD5-1ED3-4C3A-871C-A136D6B74C21_30.flac,,Kakariki,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,D1819638-DD32-4ABC-9624-D7559FB2BBAB_297.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,D206DE53-735C-4485-0A08-9581BC6A8D16_117.flac,,,,"Very short, poor quality"
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,parake,D22F427B-FD9A-4CFA-A03A-0A69E9D03F79_263.flac,,Grey warbler,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,D2E7D965-0AD9-4A32-8968-0C0E2A3CFD6E_117.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezkak1,D3A3F726-985E-46BD-932D-2422831792FC_14.flac,,,,"Very short, poor quality"
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,D3B584DE-62E2-4293-8E4B-3AC3B8A53079_117.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,D4105C8B-0829-44CF-925D-BC098B3DB841_9.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,weta,D5702A63-407F-4286-8B13-9CECB376CE74_210.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezkak1,D67F23D3-CBC5-4F93-95DD-9E879A79D6E5_64.flac,,Kaka,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,D708FD93-CCB3-48DE-8524-2E9579BCD6A8_267.flac,,Unknown high-pitched call,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,D74418CB-9BE0-486F-9B9E-6930EBA08DCE_177.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,D74C5162-C7FC-4C6E-BDBC-AFA3D1BD2432_27.flac,,?,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,D76B1AF4-D312-42B2-8440-96205E143045_87.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,D8364C02-8B27-404C-A820-74C3BD1F8947_57.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,D83F3920-1237-49F2-A93F-0CA41B9263EB_8.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,D8631972-AA02-4EEA-BE70-0D9D6F8DA89A_152.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,D933AC3A-BA9E-4E03-92BA-08BA590EB337_9.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,D942FA25-A99B-4957-AAB8-598C7B298D9D_207.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,D9CC0384-2DC6-43C3-9C58-A7D15A1513D3_117.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,DA7D28EF-47DC-49B2-9461-CC70EB4FC596_159.flac,,Grey warbler,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob2,DB58_BIRD_111112_082933_012.flac,,Robin,Tui/bellbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,DB58_BIRD_111112_082933_052.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,comcha,DC0B52EE-8AB4-4682-B63F-05DB587E8B32_4.flac,,Chaffinch,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,DC656F7A-6918-4682-9360-090C47829424_0.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,DC68_BIRA_131208_085951_001.flac,,Grey warbler,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,DC68_BIRX_131208_085924_032.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,DCE39EB3-490B-4FE9-A5FE-A35517EF214A_149.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,DD64_BIRD_151007_025753_000.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,DD66_BIRA_111210_222915_001.flac,,,,"Very short, poor quality"
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,DD66_BIRA_111211_085925_045.flac,,Tomtit,"Tui/bellbird, chaffinch",
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob2,DD66_BIRM_111211_083001_032.flac,,Tui/bellbird,NZ kingfisher,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,DD67_BIRD_111208_115829_027.flac,,blackbird,Grey warbler,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,DD67_BIRM_111209_085925_027.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,DD67_BIRP_111208_092916_033.flac,,Chaffinch,"Blackbird, Unknown high-pitched call",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,DDE21B59-05BE-4A11-8CCB-10ED228A9328_147.flac,,silvereye,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,DE158BC7-43CD-4721-8EA9-50DAD72EB74B_297.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,DE68_BIRD_131210_085925_024.flac,,Chaffinch,Grey warbler,
DOC_001_Tier1,DOC_001_Tier1,train_audio,riflem1,DE68_BIRP_131210_085924_005.flac,,Grey warbler,"Tomtit, unknown high-pitch call",
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob2,DE69_BIRD_131212_085924_025.flac,,Robin,chaffinch,
DOC_001_Tier1,DOC_001_Tier1,train_audio,x00458,DE76_BIRX_131008_092916_004.flac,,Skylark,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,DE894326-B979-4C5B-B2B7-E4E5EBEB89FA_0.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,DF60_BIRX_131203_101402_059.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,DF61_BIRP_170321_225907_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,DF62_BIRD_131211_212934_000.flac,,Kaka,morepork,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,DF69AF16-CCC8-409A-831C-3B9E29EC1B89_267.flac,,Tui/bellbird,Grey warbler,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,DF8C7248-8383-4113-8927-002E4E6C691A_27.flac,,silvereye,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,DG59_BIRA_131216_085924_011.flac,,Grey warbler,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,DH60_BIRP_131126_085925_049.flac,,blackbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,DH62_BIRX_131212_091446_035.flac,,?,blackbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob2,DH68_BIRM_131203_085924_038.flac,,Robin,chaffinch,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,DH68_BIRM_131203_085924_058.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,DJ60_BIRD_141122_051211_005.flac,,Robin,blackbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob2,DK61_BIRA_120130_085925_008.flac,,Robin,"Unknown high-pitched call, kereru flight",
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,DK61_BIRD_120129_232858_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,DK61_BIRD_120131_085925_022.flac,,Long-tailed cuckoo,Silvereye,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,DK61_BIRM_120131_091420_059.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,DK63_BIRP_181105_200001_001.flac,,Kaka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,DK63_BIRX_140116_085925_025.flac,,Unknown high-pitched call,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,DL57_BIRM_131208_094411_028.flac,,Grey warbler,cicada,
DOC_001_Tier1,DOC_001_Tier1,train_audio,weka1,DL57_BIRP_181031_225906_000.flac,,Weka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,DL57_BIRX_131208_091420_022.flac,,Chaffinch,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,DL61_BIRM_131122_085925_066.flac,,Tui/bellbird,chaffinch,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,DP55_BIRA_171127_041231_000.flac,,Long-tailed cuckoo,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,DP58_BIRM_20211210_213004_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,DQ56_BIRX_131217_092915_025.flac,,Long-tailed cuckoo,blackbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,DQ57_BIRA_160125_051211_001.flac,,Long-tailed cuckoo,morepork,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,DR57_BIRM_20211211_023003_000.flac,,Long-tailed cuckoo,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,E0676B63-D9B7-4DB0-9DFB-8C71997AAF2C_27.flac,,,,Very short
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,E08ADBB5-1416-4C62-AB2A-D2AF3A815231_189.flac,,Grey warbler,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,E14AA5AE-AC35-420A-84AB-3C32379BBCFA_4.flac,,blackbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,E166_BIRA_111211_085925_041.flac,,Grey warbler,"Silvereye, blackbird",
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,E166_BIRX_111211_085925_002.flac,,kaka,Tomtit,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,E1BBBDBD-8CBA-4A64-A5EB-203FC764466D_13.flac,,?,Fantail,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,E2351D40-6BBB-4454-ACE9-C0EA3079D07D_29.flac,,blackbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,E258C4F0-8E1E-4A4E-903A-EE9AACB2E743_267.flac,,?,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,E333F9D2-46C0-48DD-0B6A-AF14309F577D_3.flac,,blackbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,E379636A-2A9C-4B8F-A943-075E95B436AB_207.flac,,Chaffinch,Grey warbler,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,E37A6EB4-CE40-4CB3-B484-439F5C3886B5_57.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,E39C6092-FA9C-4C26-A1C2-9EB8FC56C82D_23.flac,,Tui/bellbird,"Silvereye, fantail",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,E3BB621C-1E4A-428E-ABFE-E05A63A61C20_25.flac,,silvereye,Grey warbler,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,E51E5711-710C-4133-A2B0-0667899B5E2B_297.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,E5267178-C42E-4822-9846-02A751DFB7F6_260.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,E60763CA-DC63-400E-B6B2-E08B6F6EBB2F_270.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,E6E0AC3F-3308-4C2A-88DE-7FAB2237BFF0_16.flac,,song thrush,"?Tomtit/warbler, unknown high-pitch call",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,E76A1B16-BD78-4FE8-95F6-FCDF9ABE8D3D_27.flac,,?,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,E820BCF2-579F-43EA-89C1-B5D0FEBD4ED9_147.flac,,Unknown high-pitched call,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,EAA1516E-CEA1-41F2-B89E-FA8312FBD72F_207.flac,,Tui/bellbird,Silvereye,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,EB9DA3BA-3E29-414F-9416-D17A23B7231B_207.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,EBA44E9C-460E-4E00-AAE7-0044603C3DF0_27.flac,,Unknown high-pitched call,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,EBA44E9C-460E-4E00-AAE7-0044603C3DF0_57.flac,,,,"Poor quality, rain"
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,EC71420C-E7A4-4BF3-8E08-F29620480EB3_297.flac,,Tui/bellbird,Grey warbler,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,EC865EDC-5295-40CE-A340-373FEE21CFDB_18.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,ED64B3BA-AFEF-4CF1-A432-0CE2E3F5A2A8_245.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,ED8BEB40-5B90-48FB-AA17-00EC9ACCDDAC_15.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,EDB40192-B123-459A-B027-EC71108DA38A_201.flac,,Grey warbler,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,EDCA7AAB-B4BB-48C7-8135-24FB5E54F6AE_57.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,EDFBFFDE-7803-483A-BED4-ACA5B9D31CA6_57.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,EE383F88-D38C-4B80-B768-B2849C7D7EB8_120.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tui1,EEA39E30-74B6-46B2-A257-36684240E611_23.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,riflem1,EEF9D8BB-1B16-4153-BE4C-042C68D64E56_105.flac,,?,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,EF714653-98E3-4025-0B87-124480822D9F_267.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,F044F7EA-F20B-4AEB-A2CA-2840EDBCA9C9_207.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,F05BCCD1-0274-4C19-8BE8-0DFA5C7F40A9_267.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,F10B3AB7-BBEA-4FAD-08A7-CC14B8DBE393_207.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,F1280FF2-550A-433A-83DA-9175D9FB37D6_127.flac,,Tui/bellbird,Grey warbler,
DOC_001_Tier1,DOC_001_Tier1,train_audio,sobkiw2,F164_BIRD_20220128_053005_001.flac,,kiwi,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,F1D7A2E9-7F08-49CB-8489-2D4F33414354_297.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,F1FC4BAC-EFC1-40CA-BFDC-DFACC8C53695_267.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,F21BFD62-544E-4301-AC17-DCEDDD121B1D_297.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,F282D90E-E797-4B10-999F-05674F1275D7_27.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,F2DC348A-DFFA-40E1-8734-0CE934BE4B2D_57.flac,,,,"Poor quality, rain"
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,F4CC3B97-1EE3-4F84-8E6C-90F9CA8E42FA_46.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,F4DE1D8A-A539-4924-B472-31CADC4B39FF_5.flac,,blackbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,F4E0ED06-F4B0-4ED1-8717-121DEC70349F_117.flac,,Grey warbler,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,F51B6328-B5B3-4A17-A87D-A3871CDF6558_237.flac,,,,"Poor quality, rain"
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,F566F106-5708-4E20-8254-0BBCB49F8D95_57.flac,,silvereye,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,F83B7B87-780B-4AA8-9F66-57D5441ED557_190.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,F8AF08A9-77F7-428F-A162-0F539E68DCFA_263.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,F8C65129-0932-4205-9FBB-0F4E512A8C52_57.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,F98ED8FB-C86E-4B40-9D25-03A4EC73B5A3_147.flac,,?kaka or tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,FBF1FF1B-AE1C-4A27-A281-0064ADC6DFDC_154.flac,,Grey warbler,blackbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,FCA7A2D7-88D1-4438-8C90-50A964117BC9_161.flac,,Tui/bellbird,Silvereye,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,FD445F54-FD56-4921-B741-012B419BB7F7_177.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,FD564394-8870-48B2-9A7D-24BD2B9372CC_143.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,FDF4D134-9FDE-4AC1-8C07-47DB739731C5_297.flac,,blackbird,,
